year,location,ISO,end_year,disaster_type,total_affected,total_deaths,total_damage_000USD,insured_losses_000USD,day,month,end_day,end_month,magnitude_value,magnitude_scale,disaster_name,disaster_key,sanitation_percentage,population,GDP,unemployment,sewerage_system_coverage,percentage_of_woman_30_to_54
2014,Rio Grande do Norte,RN,2016,Drought,1637942.882405801,0,303322.75600107433,0,,01,,12,NA,Km2,NA,2014-9025,0.6555232818,3408.51,NA,11.025,21.47,19.12
2014,Rio Grande do Sul,RS,2014,Flood,5e4,10,0,0,03,07,14,07,NA,Km2,NA,2014-0245,0.8287414699,11207.274,NA,5,33.78,18.61
2014,Rondonia,RO,2014,Flood,46491.90686164832,0,137753.79810858762,0,15,02,,03,NA,Km2,NA,2014-0103,0.3978081885,1748.531,NA,4.175,6.97,18.38
2014,Santa Catarina,SC,2014,Flood,188890.67517569926,4.155162716942821,0,0,07,06,30,06,NA,Km2,NA,2014-0188,0.8487533983,6727.148,NA,2.875,24.69,19.5
2014,Sao Paulo,SP,2014,Flood,600,20,0,0,12,01,13,01,NA,Km2,NA,2014-0002,0.9519147508,44035.304,NA,7.125,90.45,19.39
2014,Sergipe,SE,2016,Drought,1066605.4772533963,0,197519.532824703,0,,01,,12,NA,Km2,NA,2014-9025,0.524638258,2219.574,NA,9.225,41.02,18.38
2015,Amazonas,AM,2015,Flood,1e3,5,0,0,01,04,02,05,450353,Km2,NA,2015-0208,NA,3938.336,NA,9.5,27.55,15.72
2015,Bahia,BA,2015,Landslide,0,15,0,0,27,04,27,04,NA,NA,NA,2015-0157,NA,15203.934,NA,12.25,53.58,18.45
2015,Parana,PR,2015,Flood,108131.28473789761,1.145701258083255,0,0,10,07,21,07,115,Km2,NA,2015-0285,NA,11163.018,NA,5.8500000000000005,65.2,18.73
2015,Rio Grande do Sul,RS,2015,Flood,108954.19706891986,1.1544203970006341,0,0,10,07,21,07,115,Km2,NA,2015-0285,NA,11247.972,NA,6.2,39.98,18.54
2015,Rio Grande do Sul,RS,2015,Flood,3343.170866569968,1.8676932215474682,1245.1288143649788,0,08,10,20,10,NA,Km2,NA,2015-0489,NA,11247.972,NA,6.2,39.98,18.54
2015,Rio Grande do Sul,RS,2015,Flood,9e3,0,0,0,20,12,26,12,NA,Km2,NA,2015-0551,NA,11247.972,NA,6.2,39.98,18.54
2015,Santa Catarina,SC,2015,Storm,11037,2,2000.0000000000002,0,20,04,20,04,320,Kph,NA,2015-0156,NA,6819.19,NA,4.1,38.17,19.67
2015,Santa Catarina,SC,2015,Flood,66054.51819318252,0.6998783449161107,0,0,10,07,21,07,115,Km2,NA,2015-0285,NA,6819.19,NA,4.1,38.17,19.67
2015,Santa Catarina,SC,2015,Flood,2026.8291334300316,1.1323067784525318,754.8711856350211,0,08,10,20,10,NA,Km2,NA,2015-0489,NA,6819.19,NA,4.1,38.17,19.67
2016,Bahia,BA,2017,Epidemic,115.96121387351509,38.95222242083326,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,15276.566,NA,15.85,NA,NA
2016,Distrito Federal,DF,2017,Epidemic,22.59942328162305,7.591312067572221,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,2977.216,NA,12,NA,NA
2016,Espirito Santo,ES,2017,Epidemic,30.163501907794288,10.132141567483023,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,3973.697,NA,12.225,NA,NA
2016,Goias,GO,2017,Epidemic,50.82683331588038,17.0731061717436,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,6695.855,NA,10.475,NA,NA
2016,Mato Grosso do Sul,MS,2016,Flood,2308.665414397202,0.13714844045923968,4571.614681974656,0,09,01,15,01,11051483,Km2,NA,2016-0033,NA,2682.386,NA,7.675,NA,NA
2016,Mato Grosso do Sul,MS,2017,Epidemic,20.361430483612786,6.83955386901279,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,2682.386,NA,7.675,NA,NA
2016,Minas Gerais,MG,2017,Epidemic,159.38808145639314,53.53962581739846,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,20997.56,NA,11.075000000000001,NA,NA
2016,Parana,PR,2016,Flood,9676.339955454474,0.5748320765616519,19161.069218721732,0,09,01,15,01,11051483,Km2,NA,2016-0033,NA,11242.72,NA,8.225,NA,NA
2016,Rio de Janeiro,RJ,2016,Flood,0,8.130230992741875,27100.76997580625,0,10,03,11,03,NA,Km2,NA,2016-0077,NA,16635.996,NA,11.725,NA,NA
2016,Rio Grande do Norte,RN,2017,Epidemic,26.37798221721015,8.860557733194144,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,3474.998,NA,14.149999999999999,NA,NA
2016,Sao Paulo,SP,2016,Flood,0,21.869769007258125,72899.23002419375,0,10,03,11,03,NA,Km2,NA,2016-0077,NA,44749.699,NA,12.35,NA,NA
2016,Sao Paulo,SP,2016,Flood,38514.99463014832,2.2880194829791085,76267.31609930361,0,09,01,15,01,11051483,Km2,NA,2016-0033,NA,44749.699,NA,12.35,NA,NA
2016,Sao Paulo,SP,2017,Epidemic,339.6855953435101,114.10288337793581,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,44749.699,NA,12.35,NA,NA
2016,Tocantins,TO,2017,Epidemic,11.635938120461041,3.908596974826682,0,0,18,12,01,04,NA,Vaccinated,Yellow fever,2016-0518,NA,1532.902,NA,11.450000000000001,NA,NA
2017,Alagoas,AL,2017,Flood,27356.98083187065,3.677719720051748,26269.4265717982,0,26,05,10,06,26601035,Km2,NA,2017-0202,NA,3375.382,NA,16.674999999999997,NA,NA
2017,Minas Gerais,MG,2018,Epidemic,78.94357973543046,39.217133158891265,0,0,01,07,16,02,NA,Vaccinated,Yellow fever,2017-0551,NA,21119.536,NA,12.200000000000001,NA,NA
2017,Pernambuco,PE,2017,Flood,76783.01916812935,10.322280279948252,73730.5734282018,0,26,05,10,06,26601035,Km2,NA,2017-0202,NA,9473.707,NA,17.650000000000002,NA,NA
2017,Rio de Janeiro,RJ,2018,Epidemic,62.494471283798724,31.045640573241947,0,0,01,07,16,02,NA,Vaccinated,Yellow fever,2017-0551,NA,16718.956,NA,14.925,NA,NA
2017,Sao Paulo,SP,2018,Epidemic,168.5619489807708,83.73722626786677,0,0,01,07,16,02,NA,Vaccinated,Yellow fever,2017-0551,NA,45094.866,NA,13.399999999999999,NA,NA
2018,Rio de Janeiro,RJ,2018,Flood,250,4,0,0,14,02,16,02,5513895,Km2,NA,2018-0040,NA,17159.96,NA,15.2,NA,NA
2018,Sao Paulo,SP,2018,Flood,1e3,3.0000000000000004,43e3,0,20,03,21,03,13127834,Km2,NA,2018-0112,NA,45538.936,NA,13.8,NA,NA
