year,end_year,code,disaster_type,total_affected,total_deaths,total_damage_000USD,insured_losses_000USD,magnitude_scale,magnitude_value,population,unemployment,sewerage_system_coverage,percentage_of_woman_30_to_54,gdp_cap,poor_sanitation_deaths_per_100thousand,basic_water_access,garbage_collection_access,sewerage_or_tank_access,max_2_per_dorm_percent,location,day,month,end_day,end_month,disaster_name,disaster_key,gdp_anual_growth,GDP_deflator_index,gdp,ipca_index
2011,2011,RS,Flood,3e3,2.9999999999999996,0,0,Km2,129795,11069.861,NA,25.94,18.4,22.96,114.2,85.7,92.4,85.9,90.8,Rio Grande do Sul,23,07,29,07,NA,2011-0427,NA,108.32,NA,1.065
2011,2011,RS,Flood,31600,11.999999999999998,0,0,Km2,306993,11069.861,NA,25.94,18.4,22.96,114.2,85.7,92.4,85.9,90.8,Rio Grande do Sul,21,04,24,04,NA,2011-0142,NA,108.32,NA,1.065
2011,2011,RS,Flood,9103.281939214132,2.936542561036817,0,0,Km2,12444,11069.861,NA,25.94,18.4,22.96,114.2,85.7,92.4,85.9,90.8,Rio Grande do Sul,12,03,18,03,NA,2011-0086,NA,108.32,NA,1.065
2011,2011,RS,Flood,36000.37499297983,6.923149037111505,0,0,Km2,200669,11069.861,NA,25.94,18.4,22.96,114.2,85.7,92.4,85.9,90.8,Rio Grande do Sul,15,07,19,07,NA,2011-0213,NA,108.32,NA,1.065
2011,2011,SC,Flood,1e6,3,0,0,Km2,NA,6446.209,NA,22.88,18.67,25.02,113.6,83.9,92.5,91.3,92.7,Santa Catarina,NA,09,NA,09,NA,2011-0361,NA,108.32,NA,1.065
2011,2011,SC,Flood,5301.029341389164,1.7100094649642463,0,0,Km2,12444,6446.209,NA,22.88,18.67,25.02,113.6,83.9,92.5,91.3,92.7,Santa Catarina,12,03,18,03,NA,2011-0086,NA,108.32,NA,1.065
2012,2012,AC,Flood,89e3,3,0,0,Km2,172063,762.631,8.4,23.87,14.53,11.369616081029513,556,49.3,77,48.8,67.3,Acre,20,02,26,03,NA,2012-0075,NA,116.92,10137.92471,1.1271959999999999
2012,2012,AM,Flood,21e4,0,171e3,0,Km2,127883,3740.976,9.475,30.72,14.73,16.51658452828129,185.8,73.5,85.9,58.6,65.3,Amazonas,01,05,20,05,NA,2012-0185,NA,116.92,72242.70068,1.1271959999999999
2012,2013,BA,Drought,1343236.392663126,0,490281.28332204104,0,Km2,NA,14957.177,11.05,49.8,17.72,10.439915760345427,417.1,86.7,82.3,65.6,90.2,Bahia,NA,05,NA,05,NA,2012-9607,NA,116.92,182572.5301,1.1271959999999999
2012,2013,MG,Drought,1836238.1887277334,0,670226.9388856227,0,Km2,NA,20446.84,6.874999999999999,77.3,18.4,18.50056852166073,114.9,87.9,90.7,84.3,91.6,Minas Gerais,NA,05,NA,05,NA,2012-9607,NA,116.92,442282.8299,1.1271959999999999
2012,2013,PE,Drought,820525.4186091404,0,299491.77779233624,0,Km2,NA,9136.697,9.075,45.81,18.22,11.981046768248687,208.9,82.4,86,63.6,86.4,Pernambuco,NA,05,NA,05,NA,2012-9607,NA,116.92,127989.0433,1.1271959999999999
2013,2013,BA,Flood,600,19,2e3,0,Km2,NA,15044.137,11.15,50.07,17.9,10.833176567443486,366.3,82.9,80.3,62.6,86.8,Bahia,07,12,10,12,NA,2013-0519,NA,125.69,204844.2735,1.1938132836
2013,2014,ES,Flood,6804.176292760177,10.056981125557765,84855.77824689365,0,Km2,NA,3839.366,7.1,79.37,18.32,24.302042844471618,167.9,88.7,92,90,89.1,Espirito Santo,17,12,04,01,NA,2013-0552,NA,125.69,117274.3469,1.1938132836
2013,2014,MG,Flood,36495.82370723982,53.94301887444223,455144.22175310634,0,Km2,NA,20593.356,6.6,77.66,18.67,18.853688694931144,123.3,86.2,89.3,81.7,90.6,Minas Gerais,17,12,04,01,NA,2013-0552,NA,125.69,488004.903,1.1938132836
2013,2013,RJ,Flood,1510,30,1500,0,Km2,NA,16369.179,6.775,80.41,19.35,30.534325452051796,61.5,88.3,97.8,93,84.6,Rio de Janeiro,17,03,18,03,NA,2013-0077,NA,125.69,628226.0694,1.1938132836
2013,2013,RJ,Flood,2e3,2,0,0,Km2,NA,16369.179,6.775,80.41,19.35,30.534325452051796,61.5,88.3,97.8,93,84.6,Rio de Janeiro,12,12,12,12,NA,2013-0521,NA,125.69,628226.0694,1.1938132836
2013,2013,RJ,Flood,2e5,4,2e3,0,Km2,NA,16369.179,6.775,80.41,19.35,30.534325452051796,61.5,88.3,97.8,93,84.6,Rio de Janeiro,01,01,20,01,NA,2013-0003,NA,125.69,628226.0694,1.1938132836
2013,2013,SC,Storm,1828.6500111744176,0.2637983282132743,11870.924769597344,0,Kph,NA,6634.254,3.075,22.63,19.51,25.725229624070778,92.5,82.8,95,83,93.6,Santa Catarina,21,09,22,09,NA,2013-0408,NA,125.69,214512.2416,1.1938132836
2013,2013,SP,Storm,12035.349988825583,1.7362016717867257,78129.07523040265,0,Kph,NA,43663.669,7.2250000000000005,92.26,19.38,31.253851398063688,55.5,96.4,99,96.5,84.7,Sao Paulo,21,09,22,09,NA,2013-0408,NA,125.69,1715238.417,1.1938132836
2014,2014,AC,Flood,21008.09313835168,0,62246.201891412384,0,Km2,NA,790.101,7.7,23.98,15.7,12.56576300560883,435.5,55.2,80.1,58.1,74,Acre,15,02,NA,03,NA,2014-0103,NA,135.56,13458.69763,1.27033671507876
2014,2016,AL,Drought,1596036.9443096248,0,295562.39709437493,0,Km2,NA,3321.305,9.625,20.31,17.22,9.100779231641978,215.7,73.1,81.8,55.9,83.5,Alagoas,NA,01,NA,12,NA,2014-9025,NA,135.56,40974.99401,1.27033671507876
2014,2016,BA,Drought,7268903.92461208,0,1346093.3193726074,0,Km2,NA,15126.371,10.25,52.37,18.25,10.920585071840879,287.1,84.4,82,65.9,88,Bahia,NA,01,NA,12,NA,2014-9025,NA,135.56,223929.9662,1.27033671507876
2014,2016,CE,Drought,4249726.32954824,0,786986.3573237481,0,Km2,NA,8843.553,7.35,34,17.09,10.514773287833432,232.1,78.6,77.5,44.8,82.8,Ceara,NA,01,NA,12,NA,2014-9025,NA,135.56,126054.4716,1.27033671507876
2014,2016,MA,Drought,3292158.9451073296,0,609659.0639087647,0,Km2,NA,6850.884,6.825,10.28,15.84,8.274097647581849,733.1,66.5,58.9,48.1,76.9,Maranhao,NA,01,NA,12,NA,2014-9025,NA,135.56,76842.02765,1.27033671507876
2014,2016,PB,Drought,1895214.7315915173,0,350965.69103546615,0,Km2,NA,3943.885,8.85,51.94,17.61,9.901461013416816,276.2,81.2,85.2,70.8,86.1,Paraiba,NA,01,NA,12,NA,2014-9025,NA,135.56,52936.48307,1.27033671507876
2014,2016,PE,Drought,4458570.762673176,0,825661.2523468845,0,Km2,NA,9278.152,8.15,49.88,17.95,12.334971666022295,131.5,80.2,85,67,86.3,Pernambuco,NA,01,NA,12,NA,2014-9025,NA,135.56,155142.6479,1.27033671507876
2014,2016,PI,Drought,1534840.0024988346,0,284229.6300923768,0,Km2,NA,3193.956,6.525,3.96,17.74,8.712673752133288,594.1,79.1,67.8,82.2,82.7,Piaui,NA,01,NA,12,NA,2014-9025,NA,135.56,37723.49664,1.27033671507876
2014,2014,PR,Flood,311161.3248243007,6.844837283057178,0,0,Km2,NA,11081.692,4,61.85,19.2,23.171100639698757,158.3,90.7,94.1,76.4,92,Parana,07,06,30,06,NA,2014-0188,NA,135.56,348084.1908,1.27033671507876
2014,2016,RN,Drought,1637942.882405801,0,303322.75600107433,0,Km2,NA,3408.51,11.025,21.47,19.12,11.691741916178472,223.8,86.8,86.3,66.4,84.8,Rio Grande do Norte,NA,01,NA,12,NA,2014-9025,NA,135.56,54022.58392,1.27033671507876
2014,2014,RO,Flood,46491.90686164832,0,137753.79810858762,0,Km2,NA,1748.531,4.175,6.97,18.38,14.357194515165752,382.5,47.6,78.7,39.6,84.6,Rondonia,15,02,NA,03,NA,2014-0103,NA,135.56,34030.98197,1.27033671507876
2014,2014,RS,Flood,5e4,10,0,0,Km2,NA,11207.274,5,33.78,18.61,23.55205033368784,106.1,87.8,93.3,83.9,92.8,Rio Grande do Sul,03,07,14,07,NA,2014-0245,NA,135.56,357816.4238,1.27033671507876
2014,2014,SC,Flood,188890.67517569926,4.155162716942821,0,0,Km2,NA,6727.148,2.875,24.69,19.5,26.59774218451037,103.9,83.4,94.6,85.3,93.7,Santa Catarina,07,06,30,06,NA,2014-0188,NA,135.56,242553.3709,1.27033671507876
2014,2016,SE,Drought,1066605.4772533963,0,197519.532824703,0,Km2,NA,2219.574,9.225,41.02,18.38,12.454052304842804,84.2,86.7,83.5,52.7,86.6,Sergipe,NA,01,NA,12,NA,2014-9025,NA,135.56,37472.4315,1.27033671507876
2014,2014,SP,Flood,600,20,0,0,Km2,NA,44035.304,7.125,90.45,19.39,31.12855599633111,60,96.3,99.1,95.8,85.8,Sao Paulo,12,01,13,01,NA,2014-0002,NA,135.56,1858196.056,1.27033671507876
2015,2015,AM,Flood,1e3,5,0,0,Km2,450353,3938.336,9.5,27.55,15.72,15.072659137749792,136.3,74.1,84.8,70.5,68.3,Amazonas,01,04,02,05,NA,2015-0208,NA,145.82,86560.49615,1.4058816425776637
2015,2015,BA,Landslide,0,15,0,0,NA,NA,15203.934,12.25,53.58,18.45,11.051903491586987,271.6,85.1,81.1,71,87.7,Bahia,27,04,27,04,NA,2015-0157,NA,145.82,245024.8621,1.4058816425776637
2015,2015,PR,Flood,108131.28473789761,1.145701258083255,0,0,Km2,115,11163.018,5.8500000000000005,65.2,18.73,23.157744652477273,139,90.6,93.9,84,92.9,Parana,10,07,21,07,NA,2015-0285,NA,145.82,376959.7492,1.4058816425776637
2015,2015,RS,Flood,3343.170866569968,1.8676932215474682,1245.1288143649788,0,Km2,NA,11247.972,6.2,39.98,18.54,23.289231125353645,95,88.4,93.8,89.4,92.9,Rio Grande do Sul,08,10,20,10,NA,2015-0489,NA,145.82,381985.1427,1.4058816425776637
2015,2015,RS,Flood,108954.19706891986,1.1544203970006341,0,0,Km2,115,11247.972,6.2,39.98,18.54,23.289231125353645,95,88.4,93.8,89.4,92.9,Rio Grande do Sul,10,07,21,07,NA,2015-0285,NA,145.82,381985.1427,1.4058816425776637
2015,2015,RS,Flood,9e3,0,0,0,Km2,NA,11247.972,6.2,39.98,18.54,23.289231125353645,95,88.4,93.8,89.4,92.9,Rio Grande do Sul,20,12,26,12,NA,2015-0551,NA,145.82,381985.1427,1.4058816425776637
2015,2015,SC,Flood,66054.51819318252,0.6998783449161107,0,0,Km2,115,6819.19,4.1,38.17,19.67,25.04819364869381,101,84.4,94.9,90.5,94.7,Santa Catarina,10,07,21,07,NA,2015-0285,NA,145.82,249072.7967,1.4058816425776637
2015,2015,SC,Storm,11037,2,2000.0000000000002,0,Kph,320,6819.19,4.1,38.17,19.67,25.04819364869381,101,84.4,94.9,90.5,94.7,Santa Catarina,20,04,20,04,NA,2015-0156,NA,145.82,249072.7967,1.4058816425776637
2015,2015,SC,Flood,2026.8291334300316,1.1323067784525318,754.8711856350211,0,Km2,NA,6819.19,4.1,38.17,19.67,25.04819364869381,101,84.4,94.9,90.5,94.7,Santa Catarina,08,10,20,10,NA,2015-0489,NA,145.82,249072.7967,1.4058816425776637
2016,2017,BA,Epidemic,115.96121387351509,38.95222242083326,0,0,Vaccinated,NA,15276.566,15.85,NA,NA,NA,230.4,NA,NA,NA,NA,Bahia,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2017,DF,Epidemic,22.59942328162305,7.591312067572221,0,0,Vaccinated,NA,2977.216,12,NA,NA,NA,85.5,NA,NA,NA,NA,Distrito Federal,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2017,ES,Epidemic,30.163501907794288,10.132141567483023,0,0,Vaccinated,NA,3973.697,12.225,NA,NA,NA,165.5,NA,NA,NA,NA,Espirito Santo,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2017,GO,Epidemic,50.82683331588038,17.0731061717436,0,0,Vaccinated,NA,6695.855,10.475,NA,NA,NA,188.6,NA,NA,NA,NA,Goias,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2017,MG,Epidemic,159.38808145639314,53.53962581739846,0,0,Vaccinated,NA,20997.56,11.075000000000001,NA,NA,NA,135.3,NA,NA,NA,NA,Minas Gerais,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2016,MS,Flood,2308.665414397202,0.13714844045923968,4571.614681974656,0,Km2,11051483,2682.386,7.675,NA,NA,NA,228.4,NA,NA,NA,NA,Mato Grosso do Sul,09,01,15,01,NA,2016-0033,NA,157.69,NA,NA
2016,2017,MS,Epidemic,20.361430483612786,6.83955386901279,0,0,Vaccinated,NA,2682.386,7.675,NA,NA,NA,228.4,NA,NA,NA,NA,Mato Grosso do Sul,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2016,PR,Flood,9676.339955454474,0.5748320765616519,19161.069218721732,0,Km2,11051483,11242.72,8.225,NA,NA,NA,145.5,NA,NA,NA,NA,Parana,09,01,15,01,NA,2016-0033,NA,157.69,NA,NA
2016,2016,RJ,Flood,0,8.130230992741875,27100.76997580625,0,Km2,NA,16635.996,11.725,NA,NA,NA,40.7,NA,NA,NA,NA,Rio de Janeiro,10,03,11,03,NA,2016-0077,NA,157.69,NA,NA
2016,2017,RN,Epidemic,26.37798221721015,8.860557733194144,0,0,Vaccinated,NA,3474.998,14.149999999999999,NA,NA,NA,208.3,NA,NA,NA,NA,Rio Grande do Norte,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2016,SP,Flood,0,21.869769007258125,72899.23002419375,0,Km2,NA,44749.699,12.35,NA,NA,NA,53,NA,NA,NA,NA,Sao Paulo,10,03,11,03,NA,2016-0077,NA,157.69,NA,NA
2016,2016,SP,Flood,38514.99463014832,2.2880194829791085,76267.31609930361,0,Km2,11051483,44749.699,12.35,NA,NA,NA,53,NA,NA,NA,NA,Sao Paulo,09,01,15,01,NA,2016-0033,NA,157.69,NA,NA
2016,2017,SP,Epidemic,339.6855953435101,114.10288337793581,0,0,Vaccinated,NA,44749.699,12.35,NA,NA,NA,53,NA,NA,NA,NA,Sao Paulo,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2016,2017,TO,Epidemic,11.635938120461041,3.908596974826682,0,0,Vaccinated,NA,1532.902,11.450000000000001,NA,NA,NA,189.8,NA,NA,NA,NA,Tocantins,18,12,01,04,Yellow fever,2016-0518,NA,157.69,NA,NA
2017,2017,AL,Flood,27356.98083187065,3.677719720051748,26269.4265717982,0,Km2,26601035,3375.382,16.674999999999997,NA,NA,NA,NA,NA,NA,NA,NA,Alagoas,26,05,10,06,NA,2017-0202,NA,163.65,NA,NA
2017,2018,MG,Epidemic,78.94357973543046,39.217133158891265,0,0,Vaccinated,NA,21119.536,12.200000000000001,NA,NA,NA,NA,NA,NA,NA,NA,Minas Gerais,01,07,16,02,Yellow fever,2017-0551,NA,163.65,NA,NA
2017,2017,PE,Flood,76783.01916812935,10.322280279948252,73730.5734282018,0,Km2,26601035,9473.707,17.650000000000002,NA,NA,NA,NA,NA,NA,NA,NA,Pernambuco,26,05,10,06,NA,2017-0202,NA,163.65,NA,NA
2017,2018,RJ,Epidemic,62.494471283798724,31.045640573241947,0,0,Vaccinated,NA,16718.956,14.925,NA,NA,NA,NA,NA,NA,NA,NA,Rio de Janeiro,01,07,16,02,Yellow fever,2017-0551,NA,163.65,NA,NA
2017,2018,SP,Epidemic,168.5619489807708,83.73722626786677,0,0,Vaccinated,NA,45094.866,13.399999999999999,NA,NA,NA,NA,NA,NA,NA,NA,Sao Paulo,01,07,16,02,Yellow fever,2017-0551,NA,163.65,NA,NA
2018,2018,RJ,Flood,250,4,0,0,Km2,5513895,17159.96,15.2,NA,NA,NA,NA,NA,NA,NA,NA,Rio de Janeiro,14,02,16,02,NA,2018-0040,NA,NA,NA,NA
2018,2018,SP,Flood,1e3,3.0000000000000004,43e3,0,Km2,13127834,45538.936,13.8,NA,NA,NA,NA,NA,NA,NA,NA,Sao Paulo,20,03,21,03,NA,2018-0112,NA,NA,NA,NA
